weight,head,Gender,Marital,schooling,Last_certificate,Population_sector,Age_group,Employed,Hourly_wage,branch,Monthly_hours
231,0,Female,Married,14,Post-secondary not academic,Non-orthodox Jews,35-44,1,29.42489815,M,194.8499835
305,1,Male,Married,12,Up to secondary,Non-orthodox Jews,25-29,1,65.51715088,G,242.4800132
305,0,Female,Married,16,MA+,Non-orthodox Jews,30-34,1,71.49924469,K,173.2000103
281,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,33.83094025,I,75.51999971
281,0,Female,Single,11,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
281,0,Female,Married,19,MA+,Non-orthodox Jews,45-54,1,26.44673157,P,194.8500132
281,1,Male,Married,15,BA,Non-orthodox Jews,45-54,1,71.8585968,G,194.8499846
330,1,Male,Married,11,Matriculation,Non-orthodox Jews,45-54,1,159.5218811,O,259.7999783
330,0,Male,Single,12,Up to secondary,Non-orthodox Jews,18-24,0,NA,NA,NA
330,0,Female,Married,15,BA,Non-orthodox Jews,45-54,1,100.1640854,H,181.8599927
207,0,Female,Single,12,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
207,1,Male,Married,17,BA,Non-orthodox Jews,45-54,1,87.86623383,B,194.8499854
207,0,Female,Married,12,Matriculation,Non-orthodox Jews,35-44,1,49.97912979,P,112.5800089
215,1,Female,Divorced,18,BA,Non-orthodox Jews,60-64,1,14.59611511,Q,64.94999327
244,0,Female,Married,21,MA+,Non-orthodox Jews,25-29,0,NA,NA,NA
244,1,Male,Married,12,Up to secondary,Non-orthodox Jews,25-29,1,53.1600647,O,207.8399861
386,1,Female,Divorced,15,BA,Non-orthodox Jews,60-64,1,28.86206055,Q,181.8599886
386,0,Male,Divorced,15,BA,Non-orthodox Jews,65+,0,NA,NA,NA
185,0,Male,Single,9,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
185,0,Male,Married,15,BA,Non-orthodox Jews,55-59,1,43.47294617,I,194.84999
185,1,Female,Married,15,BA,Non-orthodox Jews,55-59,1,30.84030533,M,259.799959
382,0,Male,Married,14,BA,Non-orthodox Jews,65+,0,NA,NA,NA
382,1,Female,Married,15,Post-secondary not academic,Non-orthodox Jews,60-64,0,NA,S,NA
156,1,Female,Single,12,Matriculation,Non-orthodox Jews,25-29,1,34.65026093,B,173.1999888
156,0,Female,Married,10,Up to secondary,Non-orthodox Jews,60-64,1,44.21939087,P,164.5400071
156,0,Male,Married,14,BA,Non-orthodox Jews,65+,0,NA,NA,NA
143,0,Male,Single,9,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
143,0,Female,Married,18,BA,Non-orthodox Jews,45-54,1,106.5469742,P,129.9000111
143,1,Male,Married,18,BA,Non-orthodox Jews,45-54,1,54.18768692,O,207.8399873
143,0,Female,Single,11,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
173,0,Male,Single,11,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
173,1,Male,Married,12,Matriculation,Non-orthodox Jews,55-59,1,67.46865082,O,186.1900172
173,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,26.77319145,G,186.1899953
173,0,Female,Married,12,Matriculation,Non-orthodox Jews,45-54,1,29.42683792,N,173.1999898
164,1,Male,Widowed,12,Up to secondary,Non-orthodox Jews,60-64,0,NA,NA,NA
224,1,Male,Divorced,12,Matriculation,Non-orthodox Jews,55-59,0,NA,NA,NA
204,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,35.02668381,Q,151.5500143
204,0,Female,Single,11,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
204,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,7.879730701,O,129.8999855
204,0,Female,Married,16,BA,Non-orthodox Jews,45-54,1,73.55836487,Q,86.60000526
204,1,Male,Married,16,BA,Non-orthodox Jews,45-54,1,116.4625626,Q,173.2000049
191,1,Female,Divorced,13,Up to secondary,Non-orthodox Jews,60-64,0,NA,NA,NA
266,1,Male,Married,25,MA+,Non-orthodox Jews,65+,1,32.27121735,P,173.2000048
266,0,Female,Married,19,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
100,1,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,5.80218792,O,207.8400036
100,0,Female,Divorced,18,BA,Non-orthodox Jews,55-59,0,NA,NA,NA
286,0,Female,Married,12,Up to secondary,Arabs,35-44,0,NA,NA,NA
286,1,Male,Married,8,Up to secondary,Arabs,35-44,0,NA,F,NA
102,0,Female,Married,0,Up to secondary,Arabs,55-59,0,NA,NA,NA
102,1,Male,Single,12,Matriculation,Arabs,18-24,1,33.16170502,B,238.1499973
102,0,Male,Married,3,Up to secondary,Arabs,65+,0,NA,NA,NA
317,1,Male,Married,10,Up to secondary,Arabs,30-34,1,41.0738678,F,194.8500006
317,0,Female,Married,13,Post-secondary not academic,Arabs,30-34,0,NA,NA,NA
315,1,Male,Married,10,Up to secondary,Arabs,45-54,0,NA,NA,NA
315,0,Female,Married,12,Up to secondary,Arabs,35-44,0,NA,NA,NA
289,0,Female,Married,12,Up to secondary,Arabs,35-44,0,NA,NA,NA
289,1,Male,Married,12,Up to secondary,Arabs,45-54,1,30.70014954,F,130.0499998
289,0,Female,Single,11,Up to secondary,Arabs,15-17,0,NA,NA,NA
289,0,Female,Single,10,Up to secondary,Arabs,15-17,0,NA,NA,NA
238,0,Female,Married,13,Post-secondary not academic,Arabs,25-29,1,32.24019623,K,129.8999841
238,1,Male,Married,12,Up to secondary,Arabs,35-44,1,51.34233475,F,194.8499958
196,0,Male,Married,14,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
196,1,Female,Married,16,BA,Non-orthodox Jews,60-64,1,72.1591568,P,16
225,1,Female,Widowed,8,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
309,1,Male,Married,70,MA+,Ultra-orthodox,65+,0,NA,NA,NA
309,0,Female,Married,14,Matriculation,Ultra-orthodox,65+,0,NA,NA,NA
366,1,Female,Widowed,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
366,0,Female,Single,21,MA+,Non-orthodox Jews,60-64,0,NA,NA,NA
250,1,Male,Married,16,MA+,Non-orthodox Jews,35-44,1,31.34940147,G,181.8600155
250,0,Female,Married,13,BA,Non-orthodox Jews,55-59,0,NA,S,NA
250,0,Female,Single,10,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
250,0,Female,Widowed,0,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
654,1,Male,Married,10,Up to secondary,Non-orthodox Jews,60-64,1,70.54308319,K,181.8599962
654,0,Female,Married,12,Up to secondary,Non-orthodox Jews,60-64,1,28.61831093,G,86.59999918
654,0,Male,Single,16,BA,Non-orthodox Jews,30-34,1,55.97356033,X,181.8599978
381,0,Male,Married,17,BA,Non-orthodox Jews,35-44,1,99.51593781,X,181.860003
381,1,Female,Married,14,Matriculation,Non-orthodox Jews,30-34,1,93.45545959,K,181.8600072
276,0,Male,Married,16,BA,Non-orthodox Jews,30-34,0,NA,M,NA
276,1,Female,Married,12,Matriculation,Non-orthodox Jews,30-34,1,67.99757385,Q,34.63999754
402,1,Female,Single,15,Post-secondary not academic,Non-orthodox Jews,45-54,1,51.90591431,G,194.8499959
358,0,Female,Married,8,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
358,1,Male,Married,8,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
627,0,Female,Married,14,Post-secondary not academic,Non-orthodox Jews,60-64,1,50.15314102,K,194.8499868
627,0,Male,Married,12,Up to secondary,Non-orthodox Jews,60-64,1,39.52791214,G,155.879985
627,1,Female,Single,12,Up to secondary,Non-orthodox Jews,25-29,0,NA,I,NA
101,0,Male,Single,16,Up to secondary,Ultra-orthodox,18-24,0,NA,NA,NA
101,0,Male,Single,10,Up to secondary,Ultra-orthodox,15-17,0,NA,NA,NA
101,0,Female,Single,11,Up to secondary,Ultra-orthodox,15-17,0,NA,NA,NA
101,1,Male,Married,27,Up to secondary,Ultra-orthodox,35-44,1,39.18008423,P,142.8899913
101,0,Female,Married,19,Up to secondary,Ultra-orthodox,35-44,1,24.39148712,P,129.8999969
491,1,Male,Married,14,Post-secondary not academic,Non-orthodox Jews,35-44,0,NA,M,NA
491,0,Female,Married,14,Post-secondary not academic,Non-orthodox Jews,30-34,1,91.24056244,J,130.0500087
603,0,Male,Married,12,Up to secondary,Non-orthodox Jews,45-54,1,41.38409805,F,194.849974
603,1,Male,Single,12,Up to secondary,Non-orthodox Jews,25-29,1,34.36233139,I,207.8399925
603,0,Female,Married,11,Up to secondary,Non-orthodox Jews,45-54,1,46.2908287,H,194.8500126
603,0,Female,Single,10,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
603,0,Female,Single,1,Up to secondary,Non-orthodox Jews,18-24,1,34.53844452,G,77.94001135
320,0,Female,Single,3,Up to secondary,Non-orthodox Jews,25-29,0,NA,NA,NA
320,0,Female,Married,15,BA,Non-orthodox Jews,45-54,1,55.10299683,N,203.5099974
320,1,Male,Married,15,BA,Non-orthodox Jews,45-54,1,157.335556,J,216.5000036
264,1,Female,Married,16,BA,Non-orthodox Jews,65+,1,81.39698792,Q,108.2499962
264,0,Male,Married,16,BA,Non-orthodox Jews,65+,0,NA,NA,NA
110,0,Female,Married,14,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
110,1,Male,Married,12,Up to secondary,Non-orthodox Jews,65+,1,111.6230545,O,207.8399886
216,0,Female,Single,13,BA,Non-orthodox Jews,18-24,0,NA,NA,NA
216,1,Female,Widowed,17,MA+,Non-orthodox Jews,45-54,1,120.8587265,O,194.8499789
216,0,Male,Single,11,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
353,1,Male,Married,17,MA+,Non-orthodox Jews,30-34,1,79.37897491,O,259.799982
353,0,Female,Married,17,MA+,Non-orthodox Jews,30-34,1,56.6026001,Q,173.1999996
261,1,Male,Divorced,12,Up to secondary,Non-orthodox Jews,65+,1,35.4587822,N,43.30000592
249,1,Male,Married,15,BA,Non-orthodox Jews,35-44,0,NA,J,NA
249,0,Female,Married,15,BA,Non-orthodox Jews,35-44,1,90.3221817,J,151.5500057
158,0,Female,Widowed,15,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
158,1,Male,Married,13,BA,Non-orthodox Jews,45-54,1,74.96179199,F,238.149995
158,0,Male,Single,10,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
158,0,Female,Married,13,BA,Non-orthodox Jews,45-54,1,41.80289841,B,207.8400011
193,0,Female,Married,17,BA,Non-orthodox Jews,30-34,1,51.49745178,P,103.9199914
193,1,Male,Married,15,Matriculation,Non-orthodox Jews,30-34,1,59.51899338,K,181.8600145
277,0,Female,Married,16,BA,Non-orthodox Jews,30-34,0,NA,NA,NA
277,1,Male,Married,19,MA+,Non-orthodox Jews,35-44,1,98.16313934,F,259.7999761
384,1,Female,Divorced,7,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
170,0,Female,Married,15,Post-secondary not academic,Non-orthodox Jews,30-34,0,NA,NA,NA
170,1,Male,Married,18,Post-secondary not academic,Non-orthodox Jews,30-34,1,44.0830574,X,194.8500057
165,1,Male,Married,15,BA,Non-orthodox Jews,35-44,1,127.7619781,J,303.1000054
165,0,Female,Married,16,BA,Non-orthodox Jews,35-44,0,NA,NA,NA
284,0,Female,Married,16,BA,Non-orthodox Jews,45-54,1,90.43075562,M,181.8600118
284,1,Female,Married,14,Post-secondary not academic,Non-orthodox Jews,30-34,1,52.78820801,X,181.8599994
287,0,Female,Married,18,MA+,Non-orthodox Jews,30-34,1,57.23108292,S,181.8600031
287,1,Male,Married,19,BA,Non-orthodox Jews,35-44,1,124.5038681,X,194.8500111
419,1,Male,Single,12,Up to secondary,Non-orthodox Jews,18-24,1,22.08903313,I,207.8399877
419,0,Male,Single,12,Up to secondary,Non-orthodox Jews,18-24,1,25.02648163,B,207.8399791
419,0,Female,Single,12,Up to secondary,Non-orthodox Jews,25-29,1,31.18349075,J,173.1999802
419,0,Male,Single,12,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
419,0,Female,Divorced,0,Up to secondary,Non-orthodox Jews,45-54,0,NA,NA,NA
463,0,Female,Single,13,Matriculation,Non-orthodox Jews,18-24,1,36.65832138,I,77.94000245
463,1,Male,Married,16,Matriculation,Non-orthodox Jews,35-44,0,NA,F,NA
463,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,38.684021,O,181.8600155
463,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,8.345507622,X,20.15999865
463,0,Female,Married,12,Matriculation,Non-orthodox Jews,45-54,1,46.99917984,M,103.91999
309,0,Male,Married,15,Matriculation,Non-orthodox Jews,60-64,0,NA,NA,NA
309,1,Female,Married,11,Up to secondary,Non-orthodox Jews,60-64,1,25.61688042,Q,86.59999167
260,1,Male,Married,12,Matriculation,Non-orthodox Jews,35-44,1,37.47525406,B,194.8499992
260,0,Female,Married,12,Matriculation,Non-orthodox Jews,25-29,1,35.31336975,N,173.1999791
316,1,Male,Divorced,16,MA+,Non-orthodox Jews,65+,1,29.26978493,Q,64.94999928
290,1,Female,Divorced,13,Up to secondary,Non-orthodox Jews,35-44,1,30.69682312,G,129.9000003
290,0,Female,Single,12,Up to secondary,Non-orthodox Jews,18-24,0,NA,NA,NA
290,0,Male,Single,12,Up to secondary,Non-orthodox Jews,18-24,0,NA,NA,NA
196,0,Male,Married,0,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
196,1,Male,Single,12,Up to secondary,Non-orthodox Jews,18-24,1,32.24407196,B,207.8400149
196,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,6.631071568,O,181.8600125
196,0,Female,Married,0,Up to secondary,Non-orthodox Jews,60-64,0,NA,NA,NA
225,0,Female,Married,18,MA+,Non-orthodox Jews,65+,1,76.60633087,P,103.9200036
225,1,Male,Married,14,BA,Non-orthodox Jews,65+,1,34.36233139,I,207.8399925
360,1,Male,Married,16,BA,Non-orthodox Jews,65+,1,143.0029144,B,181.8600119
360,0,Female,Married,12,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
573,0,Female,Divorced,17,BA,Non-orthodox Jews,45-54,1,105.0601044,P,151.5500145
573,1,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,4.930370808,O,181.8600067
350,0,Female,Single,8,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
350,0,Male,Married,0,Up to secondary,Non-orthodox Jews,60-64,1,32.97504044,L,173.1999955
350,0,Male,Single,12,Up to secondary,Non-orthodox Jews,18-24,1,31.77500343,N,115.5999934
350,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,4.679235935,O,194.850005
350,0,Female,Single,12,Matriculation,Non-orthodox Jews,25-29,1,32.04630661,O,194.8499789
350,0,Male,Single,12,Up to secondary,Non-orthodox Jews,18-24,0,NA,NA,NA
350,1,Male,Single,12,Matriculation,Non-orthodox Jews,25-29,1,51.978302,O,194.8499911
350,0,Female,Married,0,Up to secondary,Non-orthodox Jews,45-54,0,NA,NA,NA
1061,1,Female,Married,10,Up to secondary,Non-orthodox Jews,45-54,1,31.00549698,Q,216.499995
1061,0,Male,Married,10,Up to secondary,Non-orthodox Jews,45-54,1,39.60135651,S,190.5199913
1061,0,Male,Single,15,Post-secondary not academic,Non-orthodox Jews,18-24,1,4.643043041,O,194.849992
1061,0,Male,Single,11,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
1061,0,Male,Single,12,Up to secondary,Non-orthodox Jews,18-24,1,8.252000809,O,194.8500131
352,0,Male,Single,12,Up to secondary,Non-orthodox Jews,25-29,1,28.02815437,G,93.23999492
352,1,Female,Single,12,Up to secondary,Non-orthodox Jews,18-24,1,4.067014217,O,130.0500057
352,0,Female,Married,17,Post-secondary not academic,Non-orthodox Jews,45-54,1,35.57622528,P,181.8600207
352,0,Male,Married,12,Up to secondary,Non-orthodox Jews,60-64,0,NA,NA,NA
247,1,Male,Widowed,20,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
104,1,Female,Widowed,19,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
452,1,Female,Separated,12,Up to secondary,Non-orthodox Jews,30-34,1,30.08412743,Q,43.29999941
381,0,Male,Divorced,10,Matriculation,Non-orthodox Jews,45-54,1,31.76419449,B,207.8399979
381,1,Male,Separated,16,MA+,Non-orthodox Jews,55-59,1,31.76419449,B,207.8399979
333,0,Female,Married,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
333,1,Male,Married,16,BA,Non-orthodox Jews,65+,0,NA,NA,NA
333,0,Male,Single,16,Post-secondary not academic,Non-orthodox Jews,55-59,0,NA,NA,NA
669,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,40.24785233,G,159.7500079
669,1,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,24.72744751,B,130.0500155
364,1,Male,Divorced,13,Post-secondary not academic,Non-orthodox Jews,60-64,0,NA,NA,NA
376,0,Female,Married,12,Matriculation,Non-orthodox Jews,60-64,0,NA,NA,NA
376,1,Male,Married,14,Post-secondary not academic,Non-orthodox Jews,60-64,0,NA,K,NA
376,0,Female,Single,15,Post-secondary not academic,Non-orthodox Jews,25-29,0,NA,NA,NA
287,1,Female,Married,8,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
287,0,Male,Married,8,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
369,0,Female,Married,12,Matriculation,Non-orthodox Jews,35-44,1,44.63668823,B,168.8700179
369,1,Male,Married,16,BA,Non-orthodox Jews,45-54,1,71.33969879,X,303.0999972
216,0,Male,Married,10,Up to secondary,Non-orthodox Jews,45-54,1,29.42780685,N,207.8399839
216,1,Female,Married,10,Up to secondary,Non-orthodox Jews,35-44,1,28.6231575,G,207.8400019
176,1,Male,Married,11,Up to secondary,Arabs,45-54,0,NA,X,NA
176,0,Female,Married,12,Up to secondary,Arabs,45-54,1,44.05313492,P,19.04999859
176,0,Male,Single,16,BA,Arabs,18-24,0,NA,NA,NA
176,0,Female,Single,13,BA,Arabs,18-24,1,42.41738129,Q,28.04999882
205,0,Female,Married,8,Up to secondary,Arabs,60-64,0,NA,NA,NA
205,0,Male,Married,6,Up to secondary,Arabs,65+,0,NA,NA,NA
205,0,Female,Single,12,Up to secondary,Arabs,30-34,1,48.89900589,P,54.00000141
205,1,Male,Single,7,Up to secondary,Arabs,45-54,1,38.97984695,A,129.8999953
520,1,Male,Married,3,Up to secondary,Arabs,65+,0,NA,NA,NA
520,0,Female,Married,6,Up to secondary,Arabs,60-64,0,NA,NA,NA
217,0,Male,Married,14,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
217,1,Female,Married,18,MA+,Non-orthodox Jews,65+,1,23.97405052,Q,220.8300152
412,0,Female,Married,13,Matriculation,Non-orthodox Jews,30-34,1,43.22993851,J,151.5499974
412,1,Male,Married,14,Post-secondary not academic,Non-orthodox Jews,35-44,1,213.1947632,J,216.5000081
273,0,Female,Married,15,Up to secondary,Non-orthodox Jews,25-29,1,68.41641235,K,108.8500069
273,1,Male,Married,12,Up to secondary,Non-orthodox Jews,25-29,1,56.48432541,I,259.799986
356,1,Male,Divorced,14,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
214,0,Female,Married,13,Matriculation,Non-orthodox Jews,30-34,0,NA,NA,NA
214,1,Male,Married,21,BA,Non-orthodox Jews,35-44,1,58.32758713,Q,194.8499753
287,1,Female,Single,15,Matriculation,Non-orthodox Jews,45-54,1,96.10400391,X,173.2000142
289,0,Female,Single,9,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
289,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,2.045550108,O,207.8399806
289,0,Female,Married,15,BA,Non-orthodox Jews,45-54,1,40.12574387,P,103.9199849
289,1,Male,Married,12,Matriculation,Non-orthodox Jews,45-54,1,71.85289764,G,216.5000137
287,0,Female,Married,10,Up to secondary,Non-orthodox Jews,55-59,0,NA,NA,NA
287,0,Female,Single,12,Matriculation,Non-orthodox Jews,30-34,0,NA,NA,NA
287,0,Male,Single,12,Up to secondary,Non-orthodox Jews,25-29,1,45.80093002,N,86.60000656
287,1,Male,Married,12,Up to secondary,Non-orthodox Jews,60-64,1,32.24795151,G,194.8499948
214,1,Male,Married,23,Post-secondary not academic,Non-orthodox Jews,45-54,1,197.5684509,Q,155.8800128
214,0,Male,Single,10,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
214,0,Female,Married,12,Matriculation,Non-orthodox Jews,35-44,0,NA,NA,NA
214,0,Female,Single,13,Matriculation,Non-orthodox Jews,18-24,0,NA,NA,NA
318,0,Female,Divorced,12,Up to secondary,Non-orthodox Jews,30-34,1,40.65894318,P,103.9199992
318,0,Female,Married,8,Up to secondary,Non-orthodox Jews,60-64,0,NA,NA,NA
318,1,Male,Married,10,Up to secondary,Non-orthodox Jews,60-64,1,86.12897491,B,194.8499966
385,0,Female,Married,16,BA,Non-orthodox Jews,45-54,1,28.41472435,P,173.1999971
385,1,Male,Married,12,Matriculation,Non-orthodox Jews,45-54,1,126.0679398,N,259.7999723
385,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,5.0120821,O,207.8400076
385,0,Male,Single,11,Matriculation,Non-orthodox Jews,15-17,0,NA,NA,NA
381,1,Female,Married,21,MA+,Non-orthodox Jews,35-44,1,148.0241394,M,194.8500155
381,0,Male,Married,16,BA,Non-orthodox Jews,35-44,1,297.8572998,H,173.1999949
308,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,4.512813091,O,207.8399824
308,1,Female,Married,17,MA+,Non-orthodox Jews,45-54,1,48.59993744,Q,216.5000054
308,0,Male,Married,18,BA,Non-orthodox Jews,45-54,1,25.13796806,M,207.8400005
308,0,Female,Single,12,Matriculation,Non-orthodox Jews,15-17,0,NA,NA,NA
245,1,Male,Married,12,Matriculation,Non-orthodox Jews,45-54,1,54.17744827,G,233.8200278
245,0,Female,Married,15,BA,Non-orthodox Jews,45-54,0,NA,NA,NA
439,0,Female,Married,14,Up to secondary,Non-orthodox Jews,45-54,1,57.43310165,K,194.8499828
439,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,44.29439926,J,207.8399891
439,1,Male,Married,24,MA+,Non-orthodox Jews,45-54,0,NA,Q,NA
439,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,4.013543606,O,207.8399907
112,0,Male,Married,14,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
112,1,Female,Married,14,Post-secondary not academic,Non-orthodox Jews,60-64,1,40.97769928,B,216.4999995
196,0,Female,Married,12,Up to secondary,Non-orthodox Jews,60-64,0,NA,S,NA
196,1,Male,Married,9,Up to secondary,Non-orthodox Jews,65+,1,27.44769478,H,138.56
256,1,Male,Married,12,Matriculation,Non-orthodox Jews,30-34,1,82.45353699,M,181.8599971
256,0,Female,Married,12,Matriculation,Non-orthodox Jews,25-29,1,81.39932251,P,173.1999837
156,1,Female,Divorced,10,Up to secondary,Non-orthodox Jews,45-54,1,20.8325119,P,233.8199849
156,0,Female,Single,10,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
261,0,Female,Married,16,BA,Non-orthodox Jews,35-44,1,48.82330704,S,216.4999825
261,1,Male,Married,15,BA,Non-orthodox Jews,45-54,1,57.32123184,G,238.1499898
184,0,Female,Single,12,Up to secondary,Non-orthodox Jews,18-24,0,NA,NA,NA
184,1,Male,Married,15,Matriculation,Non-orthodox Jews,45-54,1,105.776062,G,216.5000199
184,0,Female,Married,17,BA,Non-orthodox Jews,45-54,1,39.16598511,P,103.919987
148,0,Male,Single,12,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
148,1,Male,Married,20,MA+,Non-orthodox Jews,55-59,0,NA,M,NA
148,0,Female,Married,18,BA,Non-orthodox Jews,55-59,1,36.44596481,J,181.8600087
265,0,Female,Married,12,Matriculation,Non-orthodox Jews,60-64,1,59.36942673,Q,25.97999826
265,1,Male,Married,12,Up to secondary,Non-orthodox Jews,65+,1,17.90836906,A,281.4499769
538,0,Female,Single,17,MA+,Non-orthodox Jews,25-29,0,NA,NA,NA
538,1,Male,Single,15,Post-secondary not academic,Non-orthodox Jews,30-34,0,NA,N,NA
172,1,Male,Married,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
172,0,Female,Married,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
174,0,Male,Married,8,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
174,1,Female,Married,8,Up to secondary,Non-orthodox Jews,60-64,1,30.89381599,B,216.5000022
211,1,Male,Married,15,Post-secondary not academic,Non-orthodox Jews,35-44,1,23.84859276,B,311.7599929
211,0,Female,Married,12,Matriculation,Non-orthodox Jews,35-44,0,NA,S,NA
364,1,Male,Married,21,BA,Non-orthodox Jews,30-34,1,100.7119141,M,238.1500062
364,0,Female,Married,16,BA,Non-orthodox Jews,30-34,0,NA,NA,NA
188,0,Female,Single,12,Up to secondary,Non-orthodox Jews,18-24,1,5.653861523,O,173.1999935
188,1,Female,Separated,16,BA,Non-orthodox Jews,45-54,1,29.62654686,B,259.7999895
178,0,Male,Married,12,Up to secondary,Non-orthodox Jews,45-54,1,31.69730186,I,129.8999994
178,0,Female,Married,21,BA,Non-orthodox Jews,45-54,1,96.557724,P,160.209977
178,1,Male,Single,12,Up to secondary,Non-orthodox Jews,18-24,1,19.09632492,I,173.1999959
176,1,Male,Married,14,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
176,0,Female,Married,18,BA,Non-orthodox Jews,65+,0,NA,NA,NA
199,0,Female,Single,10,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
199,0,Male,Single,12,Up to secondary,Non-orthodox Jews,18-24,1,9.045014381,O,173.2000209
199,0,Female,Married,17,MA+,Non-orthodox Jews,45-54,1,86.3036499,O,181.8600098
199,1,Male,Married,12,Up to secondary,Non-orthodox Jews,35-44,1,100.4239044,N,259.7999855
637,1,Female,Married,13,Matriculation,Non-orthodox Jews,45-54,0,NA,Q,NA
637,0,Male,Married,12,Matriculation,Non-orthodox Jews,45-54,1,31.48304939,B,196.3199904
637,0,Female,Single,10,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
637,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,35.92412567,G,194.8499873
187,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,31.87102509,B,216.5000068
187,1,Female,Married,12,Matriculation,Non-orthodox Jews,35-44,1,46.51057053,B,216.5000116
187,0,Male,Married,12,Matriculation,Non-orthodox Jews,35-44,1,75.76743317,B,194.8499977
338,1,Female,Divorced,16,BA,Non-orthodox Jews,35-44,1,87.82431793,P,121.239989
225,1,Female,Widowed,14,BA,Non-orthodox Jews,65+,0,NA,NA,NA
123,1,Male,Divorced,22,MA+,Non-orthodox Jews,60-64,1,130.1832581,D,207.8400054
106,0,Female,Married,13,Post-secondary not academic,Non-orthodox Jews,30-34,0,NA,NA,NA
106,1,Male,Married,12,Up to secondary,Non-orthodox Jews,30-34,1,30.97053337,B,206.4000088
109,0,Female,Married,15,BA,Non-orthodox Jews,65+,0,NA,NA,NA
109,1,Male,Married,14,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
171,1,Female,Separated,16,BA,Arabs,35-44,1,66.8794632,M,155.8800173
46,1,Male,Married,12,Matriculation,Arabs,55-59,1,47.05036545,F,216.499983
46,0,Female,Married,12,Matriculation,Arabs,45-54,1,34.6967926,Q,173.199997
